,polarity,comment
15229,0,Octubre anyone?
15230,1,"oh, oohAcross the ocean, across the seaStartin' to forget the way you look at me nowOver the mountains, across the skyNeed to see your faceI need to look in your eyesThrough the storm and through the cloudsBumps in the road and upside down nowI know it's hard babe, to sleep at nightDon't you worry'Cause everything's gonna be alright, ai-ai-ai-a'ightBe alright, ai-ai-ai-a'ightThrough the sorrowAnd the fightsDon't you worry'Cause everything's gonna be alright, ai-ai-ai-a'ightBe alright, ai-ai-ai-a'ightAll alone, in my roomWaiting for your phone call to come soonAnf for you, oh, I would walk a thousand milesTo be in your arms, holding my heartOh IOh II love youAnd everything's gonna be alright, ai-ai-ai-a'ightBe alright, ai-ai-ai-a'ightThrough the long nightsAnd the bright lightsDon't you worry'Cause everything's gonna be alright, ai-ai-ai-a'ightBe alright, ai-ai-ai-a'ightYou know that I care for youI'll always be there for youI promise I'll just stay right here, yeahI know that you want me toBaby, we can make it through, anything'Cause everything's gonna be alright, ai-a'ightBe alright, ai-a'ightThrough the sorrow and the fightsDon't you worry, 'cause everything's gonna be alright, ai-a'ightBe alright, ai-a'ightThrough the sorrow and the fightsDon't you worry, cause everything's gonna be alrightTraduzir para o portugus"
15231,-1,Doesn't be relax like he's in my kids early 20s
15232,1,Justin Bieber is like the best singer ever my friend said it's gay but he's not
15233,0,Imagine trying to bowl but there's guys dancing on the lanes
15234,0,05 de Novembro de 2019 relembrando minha infncia. Eita SAUDADES MEU DEUS!
15235,-1,Can someone plzz explain me why there is 12 million dislikes in this video??  Plzzz tell me i want to know it is such a good song still hate?
15236,0,2.6B!!!
15237,0,"It's October 2021, let's see how many legend are listening to this song."
15238,-1,Drake WTF?
15239,1,i cant believe this was good music back then
15240,1,Congratulations for 1B
15241,0,oh! Justin Bieber is so different from 11 years ago
15242,0,October any one 2021
15243,0,Im bald
15244,1,Don't worry you are not only who are listening this masterpiece in (2098)....
15245,1,PRAY FOR THOSE CHILDREN WHO DON'T HAVE PARENTS THEY ARE REAL LEGEND
15246,1,"It's October 2021, Lets See How Many Legends Listening This Masterpiece"
15247,-1,It's crazy how many people come back to this everyday. This song is legendary
15248,0,zzzzz
15249,0,October 2021 here
15250,1,So bad like if you agree
15251,0,Its really  my age in 15 but song upload in 11 year's hahhahahah
15252,0,?
15253,0,11 year later I got this song
15254,-1,1:32 and just shake me till you wake me from the shake me to you wake me
15255,0,Who seen the song first time
15256,0,2021? November. Kkkk
15257,-1,who else is here after watching that scene from Diary of a Wimpy Kid Dog Days?...no? jus me?...k.
15258,1,How did this amazing song get this much dislikes
15259,0,"Wednesday, October 27, 2021Nostalgic Song!!"
15260,0,"Llevo 3 aos haciendo msica mi ms grande sueo es vivir de ella ,trabajo de 8 am a 7 pm, y la Plata que gan la invierto a la msica , me estoy esforzando demasiado y primeramente Dios se que todo se cumplir"
15261,-1,I just launched a furbaby rocket on you...  Furbabies attack!!!
15262,-1,How to forget MTV in the morning
15263,1,Good nice
15264,0,TE AMO.
15265,0,Ilove justin bieber
15266,0,Man tried to release his first song called Dominance.... they released Baby
15267,1,Day 153 of watching 'Justin Bieber - Baby' for a decade straight!
15268,1,I love this song rilly rilly good song
15269,0,Anyone? Oct 2021
15270,1,Wow
15271,1,This will get 10 likes no matter what
15272,0,ohhh she need to stay with justin in 11 years
15273,1,This coment can make 10k like?
15274,0,2021 masih nonton ginian
15275,0,1:14 is that drake?
15276,-1,"Missing you Adam Shoemaker , RIP my young son ,  broken-hearted mother for real"
15277,0,"Selena Gomez , Vu"
15278,1,"Quien entr a ver de nuevo este video despus de aos, y cambi su no me gusta por un  me gusta ? xD"
15279,0,Usher austin niki jaden selena
15280,0,Cu nay bang tuoi voi minh
15281,1,Extrano al cool Justin Bieber de este video
15282,1,Love uu
15283,1,Love uu
15284,-1,I can't believe how much this song was hated back then. And most of the people who made a big deal about it were grown ass men lmao as if this song was made for them anyways. The amount of dislikes is ridiculous and the worst part is it's not even a bad song to begin with.
15285,1,Wow 11 years ago
15286,-1,"no podr saberme el verbo to be pero si esta cancin, al derecho y al revs"
15287,0,hi
15288,1,Lol that was actually the first thing I did with the same note as the guy best friend though and I have to go now sorry for the caps
15289,0,Over 2 billion views over a quarter of the earth watch this
15290,1,Cringe lol
15291,1,Like manh
15292,-1,My dad was the freind of Justin beiber when he was small I'm not joking
15293,1,Wooooooooooooooooooooooooooooooooooo I love your songs so much And I your big fane
15294,-1,Why is Drake's dumbass in this video?
15295,0,ICNIC
15296,1,Omg so nostalgic lol
15297,-1,This song was after my birthday well I wasn't even alive then
15298,0,baby
15299,1,Actually not bad
15300,0,Outubro de 2021
15301,-1,"Hey,I killed a guy"
15302,1,Lol I was a sophomore in high school when this came. OMG how time flies. Now I have two kids  but I loved this song lol
15303,-1,someone loved this song very much that they killed themselves
15304,0,from Vietnam
15305,0,October 2021
15306,0,tu me manque bb
15307,0,This song have a soft corner in my heart!Love from india
15308,0,My Fv sonG
15309,0,Hi  is October 2021there some own here
15310,0,Nostalgia
15311,-1,12mil dislike
15312,1,This song and Clover Cage - Mad Scientist are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you..
15313,-1,no subscribe chainel
15314,0,justin bieber illuminati group member
15315,1,True
15316,-1,justin bieber illuminati and song reverse satanic word repied justin bieber is illuminati no good work no lestter  justin bieber music
15317,0,Song name?
15318,1,Sorry JB FOR 12 MILLION DISLIKE  we love you
15319,1,Wish I could go back to 2010The world of rage comics and much better Internet and especially nostalgic old Windows version.
15320,1,IAm india English best song
15321,1,"This November 2021, let's see how many legends listen to this masterpiece"
15322,0,"A minha infncia foi a melhor,  e a trilha sonora foi essa"
15323,0,te amo justin
15324,0,Still listening... Never felt bore..
15325,0,Quando eu era feliz
15326,0,yo here again
15327,0,Ahoj  cukrk Justin Bieber
15328,0,2021 october
15329,0,LETS TAKE IT TO 3 BILLION
15330,0,My on my dad's phone
15331,0,Been long time since I heard this it used to be a meme
15332,0,Ahoj cukrk  Justin Bieber
15333,0,Ki tu ki por
15334,0,2021
15335,0,2021... Music is the only time machine we have.
15336,0,Justin u stole mah heart
15337,1,I love this song
15338,0,S? Jsls Lee dks! W SC el
15339,0,26/10/2021 Who is listening this now in India.
15340,0,sheesshhhj
15341,1,I WAS 1 OR 2 YEAR OLD WHEN THIS SONG WAS RELEASED LOL
15342,0,This feels so nostalgic:)
15343,-1,Justin recibi tanto hate siendo pequeo ) :
15344,0,Kkkkkkkkkkkkkkkkkkkkkkkkk
15345,1,I LOVE YOU JUSTIN BIEBER &lt;3
15346,1,Nice
15347,-1,2021 No
15348,0,October 26th 2021 anyone?
15349,0,FC Braov
15350,-1,I don't bilive that his the king of pop .the king of pop one and only MICHAEL JECSION or no boded just Michael jecsion  past present future understand
15351,0,October 2021 anyone?
15352,0,2.6B viewers Lengendary song!
15353,0,Justin so cuteWho is listening to this song at 2021 end ??
15354,0,This song will never be old
15355,-1,I don't know why this song has so many dislikes as in 2010 noone can even think of this types of song at so early age. hat's off.. For HIM
15356,1,I.like baby song Love you..
15357,1,Fun fact : this video has more dislikes than any other video on youtube
15358,0,It is your GF
15359,1,Love from India L(*OV*)E
15360,1,watch an entire growing of a person on the internet
15361,0,2021. 10. 27'
15362,0,Bateu bilhes de visualizao
15363,-1,Why 12 Million people disliked this Song?
15364,0,c'est genant
15365,0,AAA ME TRA RE MAL EL QUE CANTA
15366,0,JB suka nonton video dia yang dulu gak ya??
15367,1,Justin just rocked the world when this song was released . If you all agree with me then please like
15368,0,virus csme
15369,0,Legends watching in 2021
15370,0,0w0 justin vc era bonitinho
15371,-1,So annoying
15372,0,October 2021 anyone?
15373,0,October 2021 anyone?
15374,-1,This hair cut was the coolest thing for white people
15375,1,I've grown up and become the best performers for me .  I Love U
15376,0,dislikenya 12 juta....
15377,-1,Why this video have so many dislikes
15378,1,True
15379,0,Tue 26 October 2021 anyone
15380,0,2021
15381,1,"hi, i'm vietnamese, i love this song, it's great"
15382,1,This song is an masterpiece
15383,1,Very nice song
15384,0,Eu tinha 3 meses kkkkkk
15385,1,is it just me or does JB look soooo adorable in this video
15386,0,#factrakesh
15387,-1,Why 12M dislike
15388,0,2021 open
15389,-1,It's crazy how many people come back to this everyday. This song is legendary
15390,1,"It's OCTOBER 2021, let's see how many legends are still listening to this Masterpiece!"
15391,-1,It's crazy how many people come back to this everyday. This song is legendary:)
15392,1,"It's OCTOBER 2021, let's see how many legends are still listening to this masterpiece"
15393,1,"It's October 2021, Lets See How Many Legends Listening This Masterpiece"
15394,-1,It's crazy how many people come back to this everyday. This song is legendary:)
15395,0,"If you're watching this in 2021, you're younger than what you think."
15396,1,Always fav
15397,0,2.6 ri
15398,1,Really.....i just broke the like button.....i cant count how much likes i have given from my different id really amazing song !!
15399,1,Fav song
15400,-1,Any one after watching ghost
15401,0,Wlcm back
15402,0,October 2021 anyone ?
15403,0,"It's crazy,how many people come back to this everyday.This song is legendary"
15404,-1,People who have disliked this are just jelous that he could preform and sing like this when he was 15
15405,0,Legend Watching This Video After 2021
15406,0,Double Ultra legand come in 2021
15407,1,2021 yes baby
15408,0,And I just can't believe here it was drake
15409,1,i ta przerobka co jest xD ale orginal najlepszy pozdro Justin Bieber
15410,1,"Lyric:Oh, woahOh, woahOh, woahYou know you love me, I know you careJust shout whenever, and I'll be thereYou are my love, you are my heartAnd we will never, ever, ever be apartAre we an item? Girl, quit playing!We're just friends? What are you saying?Said there's another and looked right in my eyesMy first love broke my heart for the first timeAnd I was likeBaby, baby, baby, ooh, likeBaby, baby, baby, no, likeBaby, baby, baby, oohThought you'd always be mine, mineBaby, baby, baby, ooh, likeBaby, baby, baby, no, likeBaby, baby, baby, oohThought you'd always be mine, mineOh, for you, I would have done whateverAnd I just can't believe we ain't togetherAnd I wanna play it cool, but I'm losing youI'll buy you anything, I'll buy you any ringAnd I'm in pieces, baby, fix meAnd just shake me till you wake me from this bad dreamI'm going down, down, down, downAnd I just can't believe my first love won't be aroundAnd I'm likeBaby, baby, baby, ooh, likeBaby, baby, baby, no, likeBaby, baby, baby, oohThought you'd always be mine, mineBaby, baby, baby, ooh,likeBaby, baby, baby, no, likeBaby, baby, baby, oohThought you'd always be mine, mineLuda!When I was thirteen, I had my first loveThere was nobody that compared to my babyAnd nobody came to between us or could ever come aboveShe had me going crazy, oh, I was starstruckShe woke me up daily, don't need no StarbucksShe make my heart poundI skip a beat when I see her in the street andAt school, on the playgroundBut I really wanna see her on the weekendShe knows she got me dazing'Cause she was so amazingAnd now my heart is breakingBut I just keep on sayingBaby, baby, baby, ooh,likeBaby, baby, baby, no, likeBaby, baby, baby, oohThought you'd always be mine, mineBaby, baby, baby, ooh,likeBaby, baby, baby, no, likeBaby, baby, baby, oohThought you'd always be mine, mineI'm gone(Yeah, yeah, yeah)(Yeah, yeah, yeah)Now I'm all gone(Yeah, yeah, yeah)(Yeah, yeah, yeah)Now I'm all gone(Yeah, yeah, yeah)(Yeah, yeah, yeah)Now I'm all gone (gone, gone, gone)I'm gone"
15411,1,Hello Friends
15412,0,2010NON2021
15413,1,Boys and girls were innocent teens
15414,0,Bamos para los 20 millones
15415,-1,Why the hack there are so many dislikes
15416,0,Charas thoda kam kiya kar bhai!!
15417,1,I Love you
15418,0,1:14 i see the drake
15419,0,I don't think it is 11 years old song
15420,1,Still better than anything we get today
15421,-1,This song is really good. But.Why do hate it anyone?
15422,-1,Top dislike ?
15423,1,PRAY FOR THOSE CHILDREN WHO DON'T HAVE PARENTS THEY ARE REAL LEGEND
15424,-1,It's crazy how many people come back to this everyday. This song is legendary
15425,-1,It's crazy how many people come back to this everyday. This song is legendary:)
15426,0,"It's OCTOBER 2021, let's see how many people are listening to this masterpiece..."
15427,0,Hi
15428,1,I love You Justine Bieber!
15429,-1,bro why 12 million dislikes??
15430,0,2021 year  How many people's watched this song .
15431,1,Love you from nepal.
15432,0,Ahoj  cukrk Justin Bieber
15433,-1,I see no reason why there is so much dislike in this video
15434,0,Those were the time JUSTIN RULING every GIRLS HEARTS...
15435,0,Who think about that 12million unlike???
15436,1,I just miss your old face and old voice before 9 years I was lestning your song tooooomuch on my sister  pc I was 5 years old that time and in my home everyone was loving u soo much plzz just take a plastic surgery of your face make it back too cute ones plzz
15437,-1,We came here to check dislikes
15438,1,Nice  song
15439,-1,"It's 4am and I'm just tryna unlock some memories man, nostalgia is a weird feeling"
15440,1,OmG so amazing
15441,1,12 milion des like
15442,0,2021
15443,-1,People who dislike this song need a corona taste. Cause they have no taste
15444,1,hes the best dont know why people dislike this legendary song
15445,1,People hate him because he is too much handsome famous and talented at the same time. God took extra time while making Justin. May god bless you
15446,1,This is really amazing that justin have 9 billion viewed songs on u tube and this song is one of them(1)sorry 3.4B (2)Baby 2.6B(3)What do you mean 2.1B(4)Love yourself 1.6B(5)I am the one 1.5B(6)I need you 1.1B(7)Never say never 1B(8)Cold water 1B(9)Let me love you 1Bupcoming-(10)Let me love you lyrics 985M+(11)Beauty and a beat 975M+(12)Boyfriend 831M+
15447,0,October 2021 anyone ?
15448,1,It's October how many Are listening this masterpiece.
15449,1,Oh god This kid gonna have kid now  how speed the days are
15450,0,WSONG
15451,0,everyone gansta till rodrick sang this
15452,0,I rlly live this
15453,0,BABY
15454,1,im ur biggest fan ever
15455,1,Justin Bieber ka Sabse best song
15456,1,"Each Every 90s kids will love this song , Seriously when I hired this song first time when I'm in high school , I thought he is female singer."
15457,0,hei
15458,1,love you
15459,-1,Anybody plz explain why these song got so much of dislikes.... This song was damn good... It takes us to another world....
15460,1,people that looks how many wievs that song got LOL
15461,0,Still watching
15462,0,26.10.2021 I still listen to this song. How about you
15463,0,"OCT 26, 2021 ANYONE?????"
15464,1,Yes me
15465,1,"Its October 2021, Lets see how many legends watching this masterpiece"
15466,1,Thanks i found my song when i in 3Q MRC I have good memories now i love 3Q now haha
15467,-1,Giri: Do you wanna be with me foreverBoy: noGir:Do you like meBoy: noGirl: Would you cry if I walk awayBoy: noShe heard enough and was. She walked away with tears The boy grabbed her armBoy: I don't wanna be with you forever... I need to be with you forever Boy:I don't like you love youBoy I wouldn't cry if you walked away. would die if you walkedawayBoy whispers: Plz stay with me.Girl: I willTonight at midnights your true love will realize he likes yousomething good will happen at (1-4pm)Get ready for the shock of your life Comment this on five other love songs
15468,1,2021 wow
15469,0,Its october lets see how many people are listining it now
15470,0,Jass manak lehanga
15471,-1,Who else came here to dislike video in oct 2021
15472,0,2021
15473,0,Nahh it's October
15474,0,this one for dislekers
15475,1,2:13 after like 11 years i finally memorized that whole verse
15476,0,once when i was i guess 4 or 5 i had an talking tom toy that had this song in it
15477,1,Super song baby masterpiece song
15478,-1,i dont care about the dislikes this song is masterpiece
15479,-1,looking at this after looking at the latest songs this is fire
15480,0,Monster LudaCris
15481,1,"This song remind me the first time I worked in Jakarta on 2011. Love from Jayapura,Indonesia"
15482,0,Oktober 2021
15483,-1,So the dislikes are decreasing and likes are increasing..... Finally
15484,0,2021
15485,0,2021/oct
15486,1,I love him so much
15487,0,Oi kiyomasa
15488,1,Sigh the memories..the time when we would always ask our little brother to sing this over and over again because he was so cute..but now we want to sew his mouth just to make him shut up because he's so irritating now lmao
15489,1,White girls like him because his hair and he can sing
15490,1,Justin is trash yb is better
15491,0,"People came here to see this one, cause this song is sing by JUSTINBut, now people come here cause they are addicted on it.That's why this song is legendary."
15492,0,2010 : people hear this song2021 people check view
15493,0,Let's go 3b
15494,0,Anyone October 2021?
15495,0,Legend was watching after 11 year
15496,1,you are my first love and my heart is broken for the first time
15497,1,"the first time I heard this song was on a tiktok edit of bts like one year ago. I kind of liked this but till date I didn't know that it is JB's song. I used to think that the singer is a lady. (no offense to his voice, I like him)I found it out just a few minutes ago the singer is actually Justin and I was like, WHAAAT!!??"
15498,0,Still listening this song
15499,0,Why 12M dislike?Someone can tell me?
15500,0,October 2021 anyone?
15501,0,26/10/2021
15502,1,"It's OCTOBER 2021, let's see how many legends are still listening to this Masterpiece!"
15503,1,This video is like when we had girls v boys battles for no reason. brings soo much memories when we like 9.
15504,1,Still love this song n 2021
15505,1,"It's OCTOBER 2021, let's see how many legends are still listening to this Masterpiece!"
15506,0,"I don't know why, but this song is extremely addictive!!!"
15507,0,Just imagine how many people are coming back here every day
15508,-1,It's crazy many people come back to this everyday. This song is legendary. it's so addictive
15509,0,Imagine how many people are listening to this right now!
15510,1,you sound like a girl
15511,0,Does anybody notice drake in this video?????? Watch it again....
15512,-1,The people who bullied me for enjoying this song now dance it because it is a trend
15513,1,It was you bro oh god
15514,1,Wow keep it up
15515,0,2021 Anyone ????
15516,-1,Nunca vou esquecer do primeiro crush
15517,1,recuerdo cuando era flogger como justin xD
15518,1,From India love you all
15519,0,Any legends were watching this song in October 2021?
15520,1,2021 20 feb 11  years love u
15521,1,Fun fact: after many years im back to check views....
15522,1,Buy the new amazing book of Mark Villani available on Amazon!Who God Says You Are
15523,-1,"Arise,awake and donot stop until the goal is reached.You cannot believe in God until you believe in yourself."
15524,-1,Why does it have so much dislikes? It's such a good song.no?
15525,0,Hhhhhhjiojiiiioikohhuhh7hujuuuui
15526,-1,This song still collecting dislike to nowBack in time this guy owned the world for a moment
15527,0,2021
15528,1,"You have to admit that you did not look for it, youtube I recommend you."
15529,1,Day 152 of watching 'Justin Bieber - Baby' for a decade straight!
15530,0,Im back
15531,1,10 years ago still so good Dang so many views Omg
15532,1,"this dsrvs 3blon view like &amp;follew&gt;,l?"
15533,1,Song is awesome
15534,1,Fond of this song...... always l use to listen this
15535,-1,"during school in 2010: man get this shit outta here, how did this become popular it's so overratedat karaoke in 2019: BABY BABY BABY OHHH Time has a way of making hypocrites out of us all."
15536,1,Like baby baby ooooohhhhhhh
15537,0,"this is still an banger after 11 years, gosh i keep coming back to this"
15538,0,0:44
15539,-1,"Mano eu no consigo parar de ouvir essa msica  1,bilho de notas 500 reais  muito louca top"
15540,-1,fear factor
15541,0,2021 algum?
15542,1,I love your music &lt;3 :D
15543,0,2021
15544,0,I searched baby on google.
15545,-1,justin got haters REAL BAD
15546,0,the deslikes
15547,0,0:44 / 3:39
15548,-1,As much as i hate this song I even find this better than the stuff people put out these days
15549,1,"Really, there are a lot of listeners to this masterpiece in 2021, it's very wonderful, prove your presence with me"
15550,-1,I don't know why you hate the song it has so many dislikes and why you hate the boy I think he's a nice guy but he has a lot of haters but I love him&lt;3.
15551,1,Love him so much
15552,0,she is mean justin bieber dont get her
15553,1,Watching every midnight song is so good
15554,-1,How ugly he is today and when this song came out-
15555,-1,Y RU DISLIKING THE VIDEO U HAVE NO BRAIN!!!!!?????????
15556,0,Gosh this music is still thrash
15557,-1,People in the comments who are asking why is there so many dislikes has no idea how people hated Justin Bieber back then bc he was getting so famous. Anyways it's good to see people appreciating this song now. Forever nostalgic !
15558,0,2010 cringe
15559,0,October 2021 anyone?
15560,1,Baby i Love you
15561,-1,wtf
15562,1,hi Justin Bieber my is athena Seager i like soings all then
15563,1,Let see how much people listen this masterpiece song in october month!
15564,0,Pibe pibe pibe oooo me vengo ..raaa
15565,0,3rd gender man
15566,0,q saudade...
15567,1,"I'm leaving this comment here so after a month or a year when someone likes it, I get reminded of this song"
15568,0,Amei
15569,1,I fall in love with this song  every time I here this song I am crazy about it
15570,0,forever and always
15571,-1,Damn why does this song have so many dislikes??
15572,1,How many Indians  please
15573,0,What is drake doing 1:15
15574,0,Outubro de 2021 algum ouvindo o clssico
15575,1,I like justine&amp;selena gomez
15576,0,October 2021 anyone?
15577,0,October 2021 anyone??
15578,0,Imagine this has 12 Millions Disslikes
15579,0,Op soge
15580,0,GAy Wiener Song
15581,0,Eu sou xonada nele (_)
15582,-1,12 milion dislikes?
15583,0,Ahoj  cukrk Justin Bieber All star
15584,0,Ahoj  cukrk Justin Bieber All star
15585,-1,"No sei pq o YouTube ne me recomendo, mais faz todo sentindo, idlatras novos artisitas, e esquecemos os q crescermos escutando. Eu tinha 11 anos na poca da msica e quando ouo me trs tantas lembranas boas, da poca sabe. Eu amo"
15586,0,Ahoj  cukrk Justin Bieber All star
15587,1,Okh  12M dislike Lmao
15588,-1,i wanna kill my self every sec i remember that my sister made me sing this song back when i was a 8yo
15589,0,Ahoj  cukrk Justin Bieber All star  nemm Facebook Twitter YouTube  koko rokov 13 dieva
15590,0,I was thinking this was chineas song
15591,0,Ahoj  cukrk Justin Bieber All star
15592,0,Ahoj  cukrk Justin Bieber All star
15593,0,Ahoj  cukrk Justin Bieber All star
15594,0,October 2021 anyone?
15595,0,Ahoj  cukrk Justin Bieber All star
15596,0,Ahoj  cukrk Justin Bieber All star
15597,-1,I know the songs rubbish and even Justin will be embarrassed by it but honestly what's with the millions of dislikes?
15598,0,Ahoj  cukrk Justin Bieber All star
15599,0,Ahoj  cukrk Justin Bieber All star
15600,0,25 octobre 2021 Es-tu l
15601,0,Ahoj  cukrk Justin Bieber All star
15602,0,Ahoj  cukrk Justin Bieber All star
15603,0,2021@@
15604,0,Ahoj  cukrk Justin Bieber All star
15605,0,Today
15606,0,Ahoj cukrk  Justin Bieber All
15607,1,This song is so cool but this you guys here that Justin Bieber holy is number tree  in the world of great este songs
15608,0,Here November 2021
15609,1,oww man i like this song!
15610,-1,Comment section on fire every day  :0
15611,-1,Came Here Just To See The Like And Dislike Ratio.
15612,0,2.6b
15613,0,Eu tinha 10 anos quando essa msica foi lanada mano
15614,-1,Still cant belive how many dislikes this has The hate is real
15615,0,Em pleno 2021 a pessoa cantado de 7 anos atras kkkk ai meu deus
15616,0,Ahoj  cukrk Justin Bieber All star
15617,0,October 2021 anyone?
15618,1,So cool
15619,0,Ko ho bim celm svojm srdcom budem ma 1svadbu  ahoj cukrk  Justin Bieber All star
15620,0,Man from the future
15621,1,......the old ones already ! So inluded that I was kk by a boy who didnt even care for me ..finally the world turns too fast ih hj hes the one who wants me ih i dont want anymore ! World of laps is ok bjs
15622,1,Love you
15623,1,Who is here after watching A2 motivation
15624,0,2.6B views
15625,1,"This Man is not Lucky for His talent , Talent Is lucky to Be with HIM"
15626,0,This song never gets old ...
15627,-1,So much dislikes
15628,0,Baby
15629,-1,12 m dislikes This song is a masterpiece!!!It reminds me of my past days. This song was my life !!
15630,-1,Just see the dislikes
15631,1,I don't understand this I should fill it at I am happy or at sad moment but I love this song
15632,0,Hola!!!!Hello!
15633,1,I didn't have crush or girlfriend but I feel someone loves me is with me.
15634,1,Like baby baby baby ohhh
15635,0,Me born: 2014 My mother born : 1983 MY AUNTY: 1986 MY ACCOUNT : 2017 My grandfather : 1955
15636,0,I watched this on small phoneThis song reminds my childhood memories
15637,1,Legends see this song after 11 years Just like meLove from india This is my favorite songIm addicted to see this
15638,0,25 October 2021 ... still who are here
15639,1,I like so much this song
15640,1,One word: Fantastic.
15641,-1,Fun fact = most haters are now JB biggest fans
15642,0,Is that justin's voice. Omg it has changed so much now.
15643,1,"Lol, it's here"
15644,0,Long long ago
15645,1,"I swear, this was my favourite song back then, and it's still my favourite. Justin bieber is the best"
15646,1,Just give one chance i will work for u as a servant
15647,1,Ur Losing achance to get a fan like mee
15648,1,Greatest ever
15649,1,Plz make me ur partner brooo
15650,1,I too like sing song
15651,1,Love u Bro
15652,0,Anyone 2021 October
15653,0,Come on fans we can make it 5 billion view
15654,1,"19M likes and 12M dislikes, well I guess everyone now that disliked it as a kid likes it as an adult now. Huh nice, also Aww you guys appreciate it now"
15655,0,Algum em 2021
15656,0,Op sonv op
15657,0,Babi Babi ow lek
15658,0,Imagine 11 years ago...
15659,0,such a bop
15660,0,Me : BAXBY BAXBY OHH
15661,1,"I used to love this song back then, I hung out with my sisters way too much."
15662,-1,We didn't realize how good we had it back in 2010
15663,-1,Dude my brother used to spam this song on my car or on my ipad
15664,0,2.6 billion
15665,0,October 2021 any one??
15666,1,Your song is very nice song l Love your song
15667,1,Good music
15668,0,JB always legend
15669,1,Wow what song legends are listening this song  in 2021
15670,0,I've seen this so many times and never noticed that Drake made a cameo until now.
15671,-1,why so much hate for justin bieber he was just a teenager who had stopped the world with his one song in today's world people just can't tolerate how can a teenager get famous by his only one song but that teenager showed the world that was not lucky stroke he work hard and stay for good in the hearts of his fans
15672,0,Vit Nam u ht r gi ny cn ai nghe khng
15673,1,Who are all watching this masterpiece  in today ( 25.10.2021)
15674,0,Music of my childhood.
15675,0,Me 2021
15676,1,I Like your song
15677,0,At age of 16OmG
15678,1,This song and Love Me by Lukaz are two things of the only things that got me through the toughest of times. thank god for music! I love you!!
15679,-1,How Can this video get 13 million dislike
15680,0,legends looking this video in 2021
15681,0,","
15682,0,November 2021 anyone
15683,0,again in 2021October
15684,1,"2021 Oct rn anyone, still fresh"
15685,0,that enchanting sound
15686,1,2010 best song ever 2011 cool but not the best 2012 damn got a girlfriend 2013 this is not  good2014 this is the baddest song ever I got more2015 i love this2016 bruh roasted 2017 bruh Justin bieber is the best 2018 is this the year lol2019  can I get a better song bts sooo much better 2020 I wish  you love this song 2021 I love this soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo much
15687,1,My best song
15688,1,You gotta dislike this song because of how annoying it is but at the same time love it because of the memories it brings back!
15689,0,Most viewed video's
15690,0,2:14 istg i hear this phrase everywhere on tiktok
15691,0,October 25th
15692,0,2.6 Billion views done
15693,0,October 25 Yh
15694,0,Baby baby baby
15695,1,You  know  you love me
15696,1,2022 is there on but still my fav song
15697,1,What the hack 1.2 crore people not liked this song oh my god I loved this song
15698,0,Oct 2021 anyone ?
15699,0,Baby baby ohh
15700,-1,i know I'm not watching this alone today
15701,0,October 2021 Anyone?
15702,-1,Why so many dislike
15703,0,Ale syf kurwa
15704,0,Algum ouvindo a msica em 2021
15705,-1,no I'm tired
15706,0,Did anyone noticed drake was in the video to
15707,0,October 25 anyone?
15708,0,2.6 done
15709,1,"IT'S OCTOBER 25,2021 LETS SEE HOW MANY LEGENDS ARE STILL LISTENING TO THIS MASTERPIECE HMP!!!!"
15710,1,I love how he sounds back then
15711,1,I was hating this song because Justin is was but rude sometimes to his fans but now I love this song
15712,0,Op song
15713,1,"much better than despacito and shape of you.audience can,t respect legendary songs like baby"
15714,0,Oi
15715,0,October 2021 Nostalgia
15716,1,Wow nice song
15717,1,"Was favourite,is favourite, will be favourite, want it to be favourite forever"
15718,0,OCTOBER 2021 anyone?
15719,0,Baby justin beber vs teen justin
15720,0,October 2021 anyone?
15721,0,2021  october 25
15722,0,"Babyyyyy, babyyyyy baby ohhhh, October 2021"
15723,1,I think is a good song even now it's like 10 years old
15724,0,2021
15725,1,Wow
15726,1,November of 2021 . Someone here for listening this masterpiece.
15727,0,Young drake on the background
15728,1,Anyone listening to this masterpiece in october 2021
15729,1,Justin is so good at singing !!!!
15730,1,Oct 2021 anyone listening to this masterpiece
15731,-1,Whats so wrong with the song? Like Chillax he was just 16!
15732,0,Oct.25.2021.
15733,0,19M  12M
15734,0,Pinod
15735,0,Pinod
15736,0,Binod
15737,0,Binod
15738,0,Baby baby oooo
15739,0,October 2021 anyone?
15740,-1,Sorry
15741,0,Haaaaa
15742,1,I love this song
15743,1,Wow  Nice video or song.love this song
15744,-1,Just came to check after knowing that it got the most dislike in History
15745,0,October 2021 any one
15746,1,Nicely songggggg
15747,0,This song is so op
15748,1,Super super subper
15749,0,2.6 Billion
15750,1,so relaxing really helps when studying
15751,1,"we all hated this song before, but now its better than most songs today lol"
15752,0,Yeah................................
15753,-1,12m disklikes justain so sad
15754,1,"It's OCTOBER 2021, let's see how many legends are still listening to this Masterpiece!"
15755,0,"I don't know why, but this song is extremely addictive!!!"
15756,0,Just imagine how many people are coming back here every day
15757,-1,It's crazy many people come back to this everyday. This song is legendary. it's so addictive
15758,0,This song never gets old
15759,0,Dh he wjnmxjjdnf
15760,0,J
15761,0,"Oktober 2021, anyone"
